"FurnisherName","Address","City","State","Zip","PhoneNumber","vextension","AccountCardType","vnote"
"MARK SIDLEY AUTO GRO",null,null,null,null,null,null,null,null
"MARKET USA FEDERAL CRE",null,null,null,null,null,null,null,null
"MARKET USA FEDERAL CU",null,null,null,null,null,null,null,null
"MARRIOTT OWNERSHIP RES",null,null,null,null,null,null,null,null
"MARRIOTT VACATION CL",null,null,null,null,null,null,null,null
"MARRIOTT VACATION CLUB","","","","","","","",""
"MARSHALL COMMUNITY C U",null,null,null,null,null,null,null,null
"MASCOMA SAVINGS",null,null,null,null,null,null,null,null
"MASCOMA SVGS",null,null,null,null,null,null,null,null
"MASON SHOE COMPANY",null,null,null,null,null,null,null,null
"MASSEYS",null,null,null,null,null,null,null,null
"MASSEYS/DMS",null,null,null,null,null,null,null,null
"MASTRIA VOLK",null,null,null,null,null,null,null,null
"MATCO TOOLS/PSA",null,null,null,null,null,null,null,null
"MATCO TOOLS/PSA CRED",null,null,null,null,null,null,null,null
"MATHIS BROTHERS CRED",null,null,null,null,null,null,null,null
"MATTHEWS FOR",null,null,null,null,null,null,null,null
"MATTHEWS FORD NORWIC",null,null,null,null,null,null,null,null
"MATTRESS GIANT - 790",null,null,null,null,null,null,null,null
"MAX CREDIT UNION",null,null,null,null,null,null,null,null
"MAX CU",null,null,null,null,null,null,null,null
"MAXCREDITU",null,null,null,null,null,null,null,null
"MAXIE PRICE CHEVROLE",null,null,null,null,null,null,null,null
"MAXIM COMMERCIAL CAPIT",null,null,null,null,null,null,null,null
"MAZDA FINSER",null,null,null,null,null,null,null,null
"MAZUMA CREDIT UNION",null,null,null,null,null,null,null,null
"MAZUMA CU",null,null,null,null,null,null,null,null
"MB FIN SVC",null,null,null,null,null,null,null,null
"MB FIN SVCS",null,null,null,null,null,null,null,null
"MB FINANCIAL BANK",null,null,null,null,null,null,null,null
"MB FINANCIAL BANK N.",null,null,null,null,null,null,null,null
"MB FINANCIAL BANK, N",null,null,null,null,null,null,null,null
"MBFS",null,null,null,null,null,null,null,null
"MBR HER CU",null,null,null,null,null,null,null,null
"MBRSAUTOSLTN",null,null,null,null,null,null,null,null
"MBZ OF WESLE",null,null,null,null,null,null,null,null
"MCB",null,null,null,null,null,null,null,null
"MCCLUSKEY CH",null,null,null,null,null,null,null,null
"MCCLUSKEY CHEVROLET",null,null,null,null,null,null,null,null
"MCCOMBS/TOYOTA",null,null,null,null,null,null,null,null
"MCCOY FCU",null,null,null,null,null,null,null,null
"MCCOY FEDERAL CREDIT U",null,null,null,null,null,null,null,null
"MCDACURACO",null,null,null,null,null,null,null,null
"MCDANIELS ACURA OF C",null,null,null,null,null,null,null,null
"MCLARTY DANI",null,null,null,null,null,null,null,null
"MDLND TOYOTA",null,null,null,null,null,null,null,null
"MDT/COMMUNITY CHOICE",null,null,null,null,null,null,null,null
"MDT/INFIRST FCU",null,null,null,null,null,null,null,null
"MDT/LAFCU",null,null,null,null,null,null,null,null
"MDT/LEVO FEDERAL CREDI",null,null,null,null,null,null,null,null
"MDT/PEOPLE DRIVEN CU",null,null,null,null,null,null,null,null
"MECHANICS BANK",null,null,null,null,null,null,null,null
"MECHANICS BANK AUTO FI",null,null,null,null,null,null,null,null
"MED5 FEDERAL CREDIT UN",null,null,null,null,null,null,null,null
"MEDALLION BANK",null,null,null,null,null,null,null,null
"MEDALLION/COVERED CARE",null,null,null,null,null,null,null,null
"MEDFORD VOLK",null,null,null,null,null,null,null,null
"MEDFORD VOLKSWAGEN",null,null,null,null,null,null,null,null
"MEDICAL",null,null,null,null,null,null,null,null
"MEDICAL BUSINESS BUREA",null,null,null,null,null,null,null,null
"MEDICAL DATA SYSTEMS I",null,null,null,null,null,null,null,null
"MEDISYS EFCU",null,null,null,null,null,null,null,null
"MEFA",null,null,null,null,null,null,null,null
"MEGASTAR FINANCIAL",null,null,null,null,null,null,null,null
"MELBOURNE AUTO IMPOR",null,null,null,null,null,null,null,null
"MEMBER FIRST MORTGAGE",null,null,null,null,null,null,null,null
"MEMBER ONE FEDERAL CRE",null,null,null,null,null,null,null,null
"MEMBERS 1ST",null,null,null,null,null,null,null,null
"MEMBERS 1ST COMMUNITY",null,null,null,null,null,null,null,null
"MEMBERS 1ST F C U",null,null,null,null,null,null,null,null
"MEMBERS 1ST FEDERAL",null,null,null,null,null,null,null,null
"MEMBERS 1ST OF NJ FCU",null,null,null,null,null,null,null,null
"MEMBERS CHOI",null,null,null,null,null,null,null,null
"MEMBERS CHOICE CREDIT",null,null,null,null,null,null,null,null
"MEMBERS CHOICE WVFCU",null,null,null,null,null,null,null,null
"MEMBERS CREDIT UNION",null,null,null,null,null,null,null,null
"MEMBERS CU",null,null,null,null,null,null,null,null
"MEMBERS FIRST CREDIT",null,null,null,null,null,null,null,null
"MEMBERS HERITAGE CRE",null,null,null,null,null,null,null,null
"MEMBERS HERITAGE CU IN",null,null,null,null,null,null,null,null
"MEMBERS MORTAGE SERVIC",null,null,null,null,null,null,null,null
"MEMBERS TRUST",null,null,null,null,null,null,null,null
"MEMBERS TRUST FEDERA",null,null,null,null,null,null,null,null
"MEMBERSFIRST CREDIT UN",null,null,null,null,null,null,null,null
"MEMPHIS CITY EMPL CU",null,null,null,null,null,null,null,null
"MEMPHIS LIGHT GAS &",null,null,null,null,null,null,null,null
"MERCEDES",null,null,null,null,null,null,null,null
"MERCEDES BEN",null,null,null,null,null,null,null,null
"MERCEDES BENZ FINANCIA",null,null,null,null,null,null,null,null
"MERCEDES BENZ OF RAL",null,null,null,null,null,null,null,null
"MERCEDES-BEN",null,null,null,null,null,null,null,null
"MERCEDES-BENZ FINANC",null,null,null,null,null,null,null,null
"MERCEDES-BENZ OF FOR",null,null,null,null,null,null,null,null
"MERCEDESBENZ WESLEYC",null,null,null,null,null,null,null,null
"MERCHANTS & MARINES",null,null,null,null,null,null,null,null
"MERCHANTS ACCEPTANCE C",null,null,null,null,null,null,null,null
"MERCHANTS AND MARINE",null,null,null,null,null,null,null,null
"MERCHANTS BANK OF INDI",null,null,null,null,null,null,null,null
"MERCHANTS CB",null,null,null,null,null,null,null,null
"MERCHANTS CREDIT BUR",null,null,null,null,null,null,null,null
"MERCHANTS CREDIT BUREA",null,null,null,null,null,null,null,null
"MERIDIAN FIN",null,null,null,null,null,null,null,null
"MERIDIAN FINANCIAL SERVICES","","","","","","","",""
"MERIDIAN FINANCIAL SVC",null,null,null,null,null,null,null,null
"MERITRUST CR",null,null,null,null,null,null,null,null
"MERITRUST CU",null,null,null,null,null,null,null,null
"MERITRUST FEDERAL CRED",null,null,null,null,null,null,null,null
"MERRICK BANK",null,null,null,null,null,null,null,null
"MERRICK BANK CORP",null,null,null,null,null,null,null,null
"MERRICK BANK CORPORATI",null,null,null,null,null,null,null,null
"MERRICK BK",null,null,null,null,null,null,null,null
"MERRIMACK COUNTY SVGS",null,null,null,null,null,null,null,null
"METRO AUTO COLLECTIO",null,null,null,null,null,null,null,null
"METRO CREDIT UNION",null,null,null,null,null,null,null,null
"METRO CU",null,null,null,null,null,null,null,null
"METRO FORD O",null,null,null,null,null,null,null,null
"METRO HEA CU",null,null,null,null,null,null,null,null
"METRO HEALTH SVC FCU",null,null,null,null,null,null,null,null
"METROPOLITAN NATIONAL",null,null,null,null,null,null,null,null
"MEYER MUSIC CO",null,null,null,null,null,null,null,null
"MFA OIL COMPANY",null,null,null,null,null,null,null,null
"MFG BANK",null,null,null,null,null,null,null,null
"MFI CREDIT S",null,null,null,null,null,null,null,null
"MFICREDITS",null,null,null,null,null,null,null,null
"MI SCHOOLS AND GOVT CU",null,null,null,null,null,null,null,null
"MIAMI FEDERAL CREDIT U",null,null,null,null,null,null,null,null
"MIAMI GARDENS-BG LLC",null,null,null,null,null,null,null,null
"MIAMI GARDENS-HY, LL",null,null,null,null,null,null,null,null
"MIAMI SHORE AUTOMOTI",null,null,null,null,null,null,null,null
"MICH 1ST CU",null,null,null,null,null,null,null,null
"MICH ONE COM",null,null,null,null,null,null,null,null
"MICHAELBAKER",null,null,null,null,null,null,null,null
"MICHAELS CAR",null,null,null,null,null,null,null,null
"MICHIGAN CIT",null,null,null,null,null,null,null,null
"MICHIGAN EDUCATION CR",null,null,null,null,null,null,null,null
"MICHIGAN FIRST CREDI",null,null,null,null,null,null,null,null
"MICHIGAN FIRST CU",null,null,null,null,null,null,null,null
"MICHIGAN ONE COMMUNITY",null,null,null,null,null,null,null,null
"MICHIGAN SCHOOLS AND G",null,null,null,null,null,null,null,null
"MICHIGAN1CCU",null,null,null,null,null,null,null,null
"MICROBILT",null,null,null,null,null,null,null,null
"MICROBILT CORPORATIO",null,null,null,null,null,null,null,null
"MID AMER CU",null,null,null,null,null,null,null,null
"MID AMERICA BANK",null,null,null,null,null,null,null,null
"MID AMERICA BANK & T",null,null,null,null,null,null,null,null
"MID AMERICAN CREDIT UN",null,null,null,null,null,null,null,null
"MID ATLANTIC FINANCE C",null,null,null,null,null,null,null,null
"MID CONTINEN",null,null,null,null,null,null,null,null
"MID CONTINENT FUNDING",null,null,null,null,null,null,null,null
"MID KANSAS CREDIT UN",null,null,null,null,null,null,null,null
"MID KS CU",null,null,null,null,null,null,null,null
"MID KS CU-MD",null,null,null,null,null,null,null,null
"MID KS CU-MO",null,null,null,null,null,null,null,null
"MID-HUDSON VALLEY FCU",null,null,null,null,null,null,null,null
"MID-KANSAS CREDIT UNIO",null,null,null,null,null,null,null,null
"MID-MISSOURI BANK",null,null,null,null,null,null,null,null
"MIDFIRST BANK",null,null,null,null,null,null,null,null
"MIDFLORIDA C.U.",null,null,null,null,null,null,null,null
"MIDFLORIDA CREDIT UN",null,null,null,null,null,null,null,null
"MIDFLORIDA CREDIT UNIO",null,null,null,null,null,null,null,null
"MIDFLORIDA FINANCING L",null,null,null,null,null,null,null,null
"MIDHUDSON CU",null,null,null,null,null,null,null,null
"MIDLAND CREDIT MANAGEM",null,null,null,null,null,null,null,null
"MIDLAND CREDIT UNION",null,null,null,null,null,null,null,null
"MIDLAND CU",null,null,null,null,null,null,null,null
"MIDLAND FUNDING",null,null,null,null,null,null,null,null
"MIDLAND FUNDING LLC",null,null,null,null,null,null,null,null
"MIDLAND MORTGAGE/MID",null,null,null,null,null,null,null,null
"MIDLAND MTG/MIDFIRST",null,null,null,null,null,null,null,null
"MIDLANDSTATESBK/GREENS",null,null,null,null,null,null,null,null
"MIDNIGHT VELVET",null,null,null,null,null,null,null,null
"MIDSTATES BA",null,null,null,null,null,null,null,null
"MIDSTATES BANK NATIONA",null,null,null,null,null,null,null,null
"MIDWAY AUTO",null,null,null,null,null,null,null,null
"MIDWEST ACCE",null,null,null,null,null,null,null,null
"MIDWEST AMERICA FED CU",null,null,null,null,null,null,null,null
"MIDWEST COMMUNITY BANK",null,null,null,null,null,null,null,null
"MIDWEST EQUI",null,null,null,null,null,null,null,null
"MIDWEST HERITAGE BANK",null,null,null,null,null,null,null,null
"MIDWEST LOAN SERVICES",null,null,null,null,null,null,null,null
"MIDWEST MEMB",null,null,null,null,null,null,null,null
"MIDWEST MEMBERS",null,null,null,null,null,null,null,null
"MIDWEST MEMBERS CREDIT",null,null,null,null,null,null,null,null
"MIDWEST REGIONAL CRE",null,null,null,null,null,null,null,null
"MIKE CASTRUCCI FORD",null,null,null,null,null,null,null,null
"MIKE HELLACK",null,null,null,null,null,null,null,null
"MIKE MURPHY",null,null,null,null,null,null,null,null
"MIKE MURPHY FORD",null,null,null,null,null,null,null,null
"MIKE PATTON HONDA CH",null,null,null,null,null,null,null,null
"MIKE REICHEN",null,null,null,null,null,null,null,null
"MIKE REICHENBACH CHE",null,null,null,null,null,null,null,null
"MIKEREICHE",null,null,null,null,null,null,null,null
"MIL WAY FCU",null,null,null,null,null,null,null,null
"MILEND INC",null,null,null,null,null,null,null,null
"MILITARY CREDIT SERV",null,null,null,null,null,null,null,null
"MILITARY STAR",null,null,null,null,null,null,null,null
"MILOSCH\\'S PA",null,null,null,null,null,null,null,null
"MILTON RUBEN",null,null,null,null,null,null,null,null
"MILTON RUBEN CHEVROL",null,null,null,null,null,null,null,null
"MILWAY FCU",null,null,null,null,null,null,null,null
"MINI OF WESL",null,null,null,null,null,null,null,null
"MIRA AUTO SALES LLC",null,null,null,null,null,null,null,null
"MISSION FEDERAL CR UN",null,null,null,null,null,null,null,null
"MISSION FEDERAL CR UNI",null,null,null,null,null,null,null,null
"MISSION FINANCIAL SVCS",null,null,null,null,null,null,null,null
"MISSION LANE",null,null,null,null,null,null,null,null
"MISSION LANE TAB BAN",null,null,null,null,null,null,null,null
"MISSION LANE TAB BANK",null,null,null,null,null,null,null,null
"MISSISSIPPI F C U",null,null,null,null,null,null,null,null
"MISSISSIPPI FED CU",null,null,null,null,null,null,null,null
"MISSOURI CREDIT UNIO",null,null,null,null,null,null,null,null
"MISSOURI CREDIT UNION",null,null,null,null,null,null,null,null
"MISSOURI CU",null,null,null,null,null,null,null,null
"MISSOURI HIGHER EDUC",null,null,null,null,null,null,null,null
"MITSUBISHI HC CAPITAL",null,null,null,null,null,null,null,null
"ML TAB BANK",null,null,null,null,null,null,null,null
"ML/CHARTWAY FEDERAL CR",null,null,null,null,null,null,null,null
"ML/COMMONWEALTH ONE FC",null,null,null,null,null,null,null,null
"ML/FREEDOM ROAD FINANC",null,null,null,null,null,null,null,null
"ML/GLOBAL FCU",null,null,null,null,null,null,null,null
"ML/OREGONIANS CU",null,null,null,null,null,null,null,null
"ML/RANDOLPH-BROOKS FCU",null,null,null,null,null,null,null,null
"ML/TAB BANK",null,null,null,null,null,null,null,null
"MLD MORTGAGE",null,null,null,null,null,null,null,null
"MMCA/C1",null,null,null,null,null,null,null,null
"MO CHILD SUPPORT",null,null,null,null,null,null,null,null
"MOBIL CREDIT UNION",null,null,null,null,null,null,null,null
"MOBILITY CREDIT UNION",null,null,null,null,null,null,null,null
"MODERN NISSA",null,null,null,null,null,null,null,null
"MODERN NISSAN OF CON",null,null,null,null,null,null,null,null
"MODERNHEALTH",null,null,null,null,null,null,null,null
"MOHELA",null,null,null,null,null,null,null,null
"MOHELA/DEPT OF ED",null,null,null,null,null,null,null,null
"MOHELA/DOFED",null,null,null,null,null,null,null,null
"MOHELA/NAVIENT",null,null,null,null,null,null,null,null
"MOHELA/SERVICING",null,null,null,null,null,null,null,null
"MOHELA/SOFI",null,null,null,null,null,null,null,null
"MONEY AUTOMO",null,null,null,null,null,null,null,null
"MONEY ONE FEDERAL CR",null,null,null,null,null,null,null,null
"MONEYLION INC.",null,null,null,null,null,null,null,null
"MONRO-DC/CBNA",null,null,null,null,null,null,null,null
"MONROE AND MAIN",null,null,null,null,null,null,null,null
"MONROE COMM",null,null,null,null,null,null,null,null
"MONROE COMMUNITY CREDI",null,null,null,null,null,null,null,null
"MONTEREY COLLECTION",null,null,null,null,null,null,null,null
"MONTEREY COLLECTION SV",null,null,null,null,null,null,null,null
"MONTEREY CREDIT UNION",null,null,null,null,null,null,null,null
"MONTEREY FINANCIAL","","","","","","","",""
"MONTEREY FINANCIAL S",null,null,null,null,null,null,null,null
"MONTEREY FINANCIAL SER",null,null,null,null,null,null,null,null
"MONTEREY FINANCIAL SVC",null,null,null,null,null,null,null,null
"MONTGOMERY WARD",null,null,null,null,null,null,null,null
"MONTGOMERY WARDS",null,null,null,null,null,null,null,null
"MORAN CHEVRO",null,null,null,null,null,null,null,null
"MORGAN BUICK",null,null,null,null,null,null,null,null
"MORGAN PONTIAC-SHREV",null,null,null,null,null,null,null,null
"MORT MGMT CONSLTS/DOVE",null,null,null,null,null,null,null,null
"MORTGAGE CENTER INC",null,null,null,null,null,null,null,null
"MORTGAGE CLEARING CORP",null,null,null,null,null,null,null,null
"MORTGAGE DEP",null,null,null,null,null,null,null,null
"MORTGAGE EQU",null,null,null,null,null,null,null,null
"MORTGAGE LENDERS INV",null,null,null,null,null,null,null,null
"MORTGAGE SERVICE CEN",null,null,null,null,null,null,null,null
"MORTON COMMUNITY BANK",null,null,null,null,null,null,null,null
"MOTORMAX FINANCIAL",null,null,null,null,null,null,null,null
"MOUNTAIN AMERICA CRE",null,null,null,null,null,null,null,null
"MOUNTAIN AMERICA CU",null,null,null,null,null,null,null,null
"MOUNTAIN AMERICA FCU",null,null,null,null,null,null,null,null
"MOUNTAIN WEST FINANC",null,null,null,null,null,null,null,null
"MOUNTAIN WEST FINANCIA",null,null,null,null,null,null,null,null
"MOVEMENT MOR",null,null,null,null,null,null,null,null
"MOVEMENT MORTGAGE/SM",null,null,null,null,null,null,null,null
"MOVEMENT MRG",null,null,null,null,null,null,null,null
"MR COOPER",null,null,null,null,null,null,null,null
"MRC/UNITED WHOLESALE",null,null,null,null,null,null,null,null
"MRC/UNITED WHOLESALE M",null,null,null,null,null,null,null,null
"MRCOOPER/WINTRUST MTG",null,null,null,null,null,null,null,null
"MRS BPO  LLC",null,null,null,null,null,null,null,null
"MRS BPO LLC",null,null,null,null,null,null,null,null
"MRS BPO, LLC.",null,null,null,null,null,null,null,null
"MRV/VERV-REV",null,null,null,null,null,null,null,null
"MSU FEDERAL CREDIT UNI",null,null,null,null,null,null,null,null
"MTG SOL COLO/DOVENMUEH",null,null,null,null,null,null,null,null
"MUIRFIELD INC",null,null,null,null,null,null,null,null
"MUNCPL CR UN",null,null,null,null,null,null,null,null
"MUNCPL ECU",null,null,null,null,null,null,null,null
"MUNICIPAL CREDIT UNI",null,null,null,null,null,null,null,null
"MUNICIPAL CREDIT UNION",null,null,null,null,null,null,null,null
"MUNICIPAL E CU BALTIMO",null,null,null,null,null,null,null,null
"MUNICIPAL EMP FCU-VI",null,null,null,null,null,null,null,null
"MUNICIPLES EMPLOYEES C",null,null,null,null,null,null,null,null
"MUNSON SKI A",null,null,null,null,null,null,null,null
"MURDOCK HYUN",null,null,null,null,null,null,null,null
"MURDOCK HYUNDAI LLC",null,null,null,null,null,null,null,null
"MURGADO MOTO",null,null,null,null,null,null,null,null
"MURRAY FORD OF KINGS",null,null,null,null,null,null,null,null
"MURRAY FORD OF KINGSLA",null,null,null,null,null,null,null,null
"MURRAY STATE BANK",null,null,null,null,null,null,null,null
"MUSIC & ARTS CENTER",null,null,null,null,null,null,null,null
"MUSKOGEE FEDERAL CR UN",null,null,null,null,null,null,null,null
"MUSKOGEE FEDERAL CRE",null,null,null,null,null,null,null,null
"MUTUAL CREDIT UNION",null,null,null,null,null,null,null,null
"MUTUAL CU",null,null,null,null,null,null,null,null
"MUTUAL OF OM",null,null,null,null,null,null,null,null
"MUTZ MOTORS LIMITED",null,null,null,null,null,null,null,null
"MYCUMORTGAGE/WRIGHT PA",null,null,null,null,null,null,null,null
"MYERS AUTO GROUP TAM",null,null,null,null,null,null,null,null
"MYERSAUTOG",null,null,null,null,null,null,null,null
"MYGEORGIA CREDIT UNION",null,null,null,null,null,null,null,null
"MYPOINT CREDIT UNION",null,null,null,null,null,null,null,null
"MYUSA CREDIT UNION INC",null,null,null,null,null,null,null,null
"MYUSA CU",null,null,null,null,null,null,null,null
"N EASTRN CDT",null,null,null,null,null,null,null,null
"N MISSISSIPPI HEALTH S",null,null,null,null,null,null,null,null
"N MS HLTH FC",null,null,null,null,null,null,null,null
"NALLEY INFINITI DECA",null,null,null,null,null,null,null,null
"NALN",null,null,null,null,null,null,null,null
"NALUPYMTSOL",null,null,null,null,null,null,null,null
"NAPLES NISSA",null,null,null,null,null,null,null,null
"NAPLES NISSAN",null,null,null,null,null,null,null,null
"NAPLETONS PL",null,null,null,null,null,null,null,null
"NAPLETON\\'S PALM BEAC",null,null,null,null,null,null,null,null
"NASA FEDERAL CREDIT UN",null,null,null,null,null,null,null,null
"NASSAU EDUCATORS FED",null,null,null,null,null,null,null,null
"NASSAU FINANCIAL FCU",null,null,null,null,null,null,null,null
"NATIONAL AUTO FINANCE",null,null,null,null,null,null,null,null
"NATIONAL CREDIT ADJUST",null,null,null,null,null,null,null,null
"NATIONAL CREDIT MGMT",null,null,null,null,null,null,null,null
"NATIONAL CREDIT SYSTEM",null,null,null,null,null,null,null,null
"NATIONAL ENE",null,null,null,null,null,null,null,null
"NATIONAL GRID FKA MASS E",null,null,null,null,null,null,null,null
"NATIONAL RECOVERY AGEN",null,null,null,null,null,null,null,null
"NATIONAL TRA",null,null,null,null,null,null,null,null
"NATIONAL TRAILER SOU",null,null,null,null,null,null,null,null
"NATIONAL UNIVERSITY",null,null,null,null,null,null,null,null
"NATIONS DIRECT MORTGAG",null,null,null,null,null,null,null,null
"NATIONS LEND",null,null,null,null,null,null,null,null
"NATIONSTAR DBA MR CO",null,null,null,null,null,null,null,null
"NATIONSTAR MORTGAGE",null,null,null,null,null,null,null,null
"NATIONSTAR/MR COOPER",null,null,null,null,null,null,null,null
"NATIONWDSE",null,null,null,null,null,null,null,null
"NATIONWIDE BANK",null,null,null,null,null,null,null,null
"NATIONWIDE CAC LLC",null,null,null,null,null,null,null,null
"NATIONWIDE HOME MORT",null,null,null,null,null,null,null,null
"NATIONWIDE M",null,null,null,null,null,null,null,null
"NATIONWIDE RECOVERY SV",null,null,null,null,null,null,null,null
"NATIONWIDE SOUTHEAST",null,null,null,null,null,null,null,null
"NATIONWIDE SOUTHEAST L",null,null,null,null,null,null,null,null
"NATL BK TRUST NORW",null,null,null,null,null,null,null,null
"NATL COLLEGIATE TRUST/",null,null,null,null,null,null,null,null
"NATL HOME",null,null,null,null,null,null,null,null
"NATL RECOVER",null,null,null,null,null,null,null,null
"NATL TIRE&BATTERY/CBNA",null,null,null,null,null,null,null,null
"NATLCRSYS",null,null,null,null,null,null,null,null
"NAVIENT",null,null,null,null,null,null,null,null
"NAVIENT SOLUTIONS INC",null,null,null,null,null,null,null,null
"NAVIENT/EARNEST OPERAT",null,null,null,null,null,null,null,null
"NAVIGATOR CREDIT UNION",null,null,null,null,null,null,null,null
"NAVIREFI/EARNEST/FNI",null,null,null,null,null,null,null,null
"NAVY ARMY COMMUNITY CU",null,null,null,null,null,null,null,null
"NAVY FCU",null,null,null,null,null,null,null,null
"NAVY FCU MTGE",null,null,null,null,null,null,null,null
"NAVY FEDERAL CR UNION",null,null,null,null,null,null,null,null
"NAVY FEDERAL CREDIT",null,null,null,null,null,null,null,null
"NAVY FEDERAL CU",null,null,null,null,null,null,null,null
"NBH BANK",null,null,null,null,null,null,null,null
"NBHD CU FKA RELYON CU",null,null,null,null,null,null,null,null
"NBT BANK NA",null,null,null,null,null,null,null,null
"NC FINANCIAL",null,null,null,null,null,null,null,null
"NC STATE EMPLOYEES C",null,null,null,null,null,null,null,null
"NCA",null,null,null,null,null,null,null,null
"NCAM VW LLC",null,null,null,null,null,null,null,null
"NCAMVWLLC",null,null,null,null,null,null,null,null
"NCB MANAGEMENT SERVICE",null,null,null,null,null,null,null,null
"NCC/PROMAX/GRAVITY AUT",null,null,null,null,null,null,null,null
"NCC/PROMAX/HATCH TOYOT",null,null,null,null,null,null,null,null
"NCC/PROMAX/MICHAELS CA",null,null,null,null,null,null,null,null
"NCC/PROMAX/QUEENSBORO",null,null,null,null,null,null,null,null
"NCC/PROMAX/SHAFER AUTO",null,null,null,null,null,null,null,null
"NCC/ROYAL UNITED MORTG",null,null,null,null,null,null,null,null
"NCCINC/6TH AVENUE HOND",null,null,null,null,null,null,null,null
"NCCINC/AL HENDRICKSON",null,null,null,null,null,null,null,null
"NCCINC/ALEXANDRIA VOLK",null,null,null,null,null,null,null,null
"NCCINC/ANTELOPE VALLEY",null,null,null,null,null,null,null,null
"NCCINC/ATLANTIC HYUNDA",null,null,null,null,null,null,null,null
"NCCINC/AUTO PALACE",null,null,null,null,null,null,null,null
"NCCINC/BACHMAN CHEVROL",null,null,null,null,null,null,null,null
"NCCINC/BARNES CROSSING",null,null,null,null,null,null,null,null
"NCCINC/BEV SMITH KIA",null,null,null,null,null,null,null,null
"NCCINC/BILL COLE AUTOM",null,null,null,null,null,null,null,null
"NCCINC/BILL MACDONALD",null,null,null,null,null,null,null,null
"NCCINC/BILL UTTER FORD",null,null,null,null,null,null,null,null
"NCCINC/BLUE RIDGE N GA",null,null,null,null,null,null,null,null
"NCCINC/BOOMER KIA",null,null,null,null,null,null,null,null
"NCCINC/BRENT BROWN TOY",null,null,null,null,null,null,null,null
"NCCINC/CALAVAN KIA WES",null,null,null,null,null,null,null,null
"NCCINC/CAMINO REAL CHE",null,null,null,null,null,null,null,null
"NCCINC/CAPITOL SUBARU",null,null,null,null,null,null,null,null
"NCCINC/CENTRAL AVE NIS",null,null,null,null,null,null,null,null
"NCCINC/CHULA VISTA HON",null,null,null,null,null,null,null,null
"NCCINC/CLASSIC CHEVROL",null,null,null,null,null,null,null,null
"NCCINC/CLASSIC CHRYSLE",null,null,null,null,null,null,null,null
"NCCINC/CLASSIC FORD ME",null,null,null,null,null,null,null,null
"NCCINC/D&M LEASING DAL",null,null,null,null,null,null,null,null
"NCCINC/DAVIS HONDA",null,null,null,null,null,null,null,null
"NCCINC/DICK POE TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/EASTERN CAROLIN",null,null,null,null,null,null,null,null
"NCCINC/ED VOYLES ACURA",null,null,null,null,null,null,null,null
"NCCINC/EDWARDS KIA",null,null,null,null,null,null,null,null
"NCCINC/ELEVATED NISSAN",null,null,null,null,null,null,null,null
"NCCINC/ELK GROVE HYUND",null,null,null,null,null,null,null,null
"NCCINC/ENT CAR SALES R",null,null,null,null,null,null,null,null
"NCCINC/ENTERPRISE CAR",null,null,null,null,null,null,null,null
"NCCINC/EVERGREEN KIA",null,null,null,null,null,null,null,null
"NCCINC/EXPLOREUSA RV S",null,null,null,null,null,null,null,null
"NCCINC/FERRARIO AUTO T",null,null,null,null,null,null,null,null
"NCCINC/FINDLAY TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/FIRKINS CHRYSLE",null,null,null,null,null,null,null,null
"NCCINC/FIVE STAR CDJR",null,null,null,null,null,null,null,null
"NCCINC/FOUNDATION KIA",null,null,null,null,null,null,null,null
"NCCINC/FRANK HYUNDAI 2",null,null,null,null,null,null,null,null
"NCCINC/GARY ROME KIA",null,null,null,null,null,null,null,null
"NCCINC/GRAND BLANC NIS",null,null,null,null,null,null,null,null
"NCCINC/GRUBBS ACURA",null,null,null,null,null,null,null,null
"NCCINC/GWINNETT CDJR",null,null,null,null,null,null,null,null
"NCCINC/HAWKINSON NISSA",null,null,null,null,null,null,null,null
"NCCINC/HENSON CHRYSLER",null,null,null,null,null,null,null,null
"NCCINC/HUBLER FORD FRA",null,null,null,null,null,null,null,null
"NCCINC/HUBLER NISSAN 2",null,null,null,null,null,null,null,null
"NCCINC/HUNTINGTON SUBA",null,null,null,null,null,null,null,null
"NCCINC/HYUNDAI OF EL P",null,null,null,null,null,null,null,null
"NCCINC/I 10 TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/INGERSOLL AUTO",null,null,null,null,null,null,null,null
"NCCINC/INGRAM PARK MAZ",null,null,null,null,null,null,null,null
"NCCINC/IRWIN HYUNDAI",null,null,null,null,null,null,null,null
"NCCINC/JAMES CARS OF R",null,null,null,null,null,null,null,null
"NCCINC/JAY HATFIELD MO",null,null,null,null,null,null,null,null
"NCCINC/JIM BROWNE CHEV",null,null,null,null,null,null,null,null
"NCCINC/JIM KERAS NISSA",null,null,null,null,null,null,null,null
"NCCINC/JTS KIA OF COLU",null,null,null,null,null,null,null,null
"NCCINC/KELLY GRIMSLEY",null,null,null,null,null,null,null,null
"NCCINC/KELLY NISSAN",null,null,null,null,null,null,null,null
"NCCINC/KIA OF AUBURN",null,null,null,null,null,null,null,null
"NCCINC/KIA OF WESLEY C",null,null,null,null,null,null,null,null
"NCCINC/LAGRANGE TOYOTA",null,null,null,null,null,null,null,null
"NCCINC/LAWRENCE HALL L",null,null,null,null,null,null,null,null
